time,temp1,temp2,temp3,temp4,Mode1_f0,Mode1_ql,Mode1_c1,Mode1_c2,Mode2_f0,Mode2_ql,Mode2_c1,Mode2_c2,Mode3_f0,Mode3_ql,Mode3_c1,Mode3_c2,Mode4_f0,Mode4_ql,Mode4_c1,Mode4_c2
432.776959,502.635,58.7776,500.755,15.5704,7095340759,63457.02797,0.006390564,0.059481296,7295280362,93621.03954,0.009578934,0.065976544,7848824395,46763.83521,0.005175992,0.06266388,8029476356,64420.13162,0.023267796,0.049606933
438.000204,502.611,58.9271,500.754,15.6746,7095340830,62914.34894,0.007462136,0.059650652,7295280244,93655.13214,0.010101295,0.065978284,7848822975,46212.87363,0.009795939,0.062577842,8029475676,64164.22305,0.023899943,0.04958113
443.202314,502.518,59.071,500.689,15.7782,7095340114,63072.24745,0.006101576,0.059546895,7295280149,93434.05684,0.009747031,0.065825676,7848823284,46468.48174,0.009471671,0.062602458,8029475396,63691.11846,0.021564969,0.04958758
448.422931,502.436,59.2251,500.586,15.8809,7095339944,63180.14417,0.006237473,0.059478851,7295280019,93383.18244,0.010069757,0.0659182,7848821814,46602.33586,0.008657839,0.062576909,8029477137,63889.50609,0.025449423,0.049541772
453.615514,502.493,59.3759,500.625,15.9875,7095339728,63043.70196,0.006229861,0.059437099,7295275125,93608.95012,0.009366775,0.065861527,7848820208,46227.05726,0.009627099,0.062627559,8029473252,64463.21275,0.018993278,0.049536907
458.777824,502.547,59.522,500.669,16.0942,7095337521,62779.6652,0.007124495,0.059551256,7295275007,93494.18776,0.009340366,0.065909567,7848821154,46355.76939,0.011112349,0.062565605,8029473831,64049.02711,0.02800704,0.049550872
463.925354,502.624,59.6262,500.716,16.223,7095337247,63151.02316,0.006951258,0.059356691,7295274722,93415.81096,0.009298042,0.065771682,7848820525,46661.21661,0.009520298,0.062593322,8029471270,63011.55479,0.025901129,0.049501887
469.048467,502.6,59.7727,500.698,16.328,7095337406,63055.3548,0.006886635,0.059415447,7295274620,93330.80781,0.009579298,0.065805922,7848820439,46334.12283,0.007355263,0.062520902,8029471933,63375.21537,0.023670404,0.049498041
474.249164,502.57,59.9205,500.659,16.4323,7095337171,63069.54706,0.006778558,0.059365883,7295274446,93444.49691,0.009011192,0.0658466,7848820176,46256.41222,0.010028284,0.062499994,8029473419,63615.0944,0.029366248,0.049489337
479.448235,502.551,60.0671,500.583,16.5357,7095336305,63026.97788,0.006468779,0.059362693,7295274313,93316.86961,0.009545568,0.065705886,7848819924,46234.20473,0.008883653,0.062511299,8029471110,62672.39712,0.025132604,0.049461265
